# Chinese → Japanese offline glosses
# Source: open-dict-data/wikidict-ja (Wikidata interwiki links)
# Upstream: https://github.com/open-dict-data/wikidict-ja
# License: CC0 1.0 Universal
# Scope: pure-Han entries present in bundled Moran dictionaries
# Format: Chinese<TAB>Japanese; multiple Japanese forms use ・
# Generated: 2026-08-28
吖丁啶	アゼチジン
特克斯县	テケス県
特快专递	国際スピード郵便
特拉布宗	トラブゾン
特拉福德	トラフォード
特拉华州	デラウェア州
特拉洛克	トラロック
特拉纳	トラーナ
特拉帕尼	トラーパニ
特拉普	トラップ (フランス)
特拉维夫	テルアビブ
特拉维斯	トラヴィス (バンド)
特雷斯	トレス (イタリア)
特里尔	トリーア
特里同	トリートーン
特立尼达	トリニダ
特丽珑	トリニトロン
特隆赫姆	トロンハイム
特鲁埃尔	テルエル
特鲁斯	テルス
特鲁瓦	トロワ
特鲁希略	トルヒーリョ
特伦托	トレント
特罗吉尔	トロギル
特罗姆瑟	トロムソ
特洛伊	イリオス
特洛伊人	トロイアの人々
特南克斯	トランクス (ドラゴンボール)
特区	特区
特殊函数	特殊関数
特殊教育	特別支援教育
特殊身份	スペシャルID 特殊身分
特殊效果	SFX
特斯卡特利波卡	テスカトリポカ
特斯科科湖	テスココ湖
特斯拉	テスラ
特瓦族	トゥワ
特维尔	トヴェリ
特写	クローズアップ
特许公认会计师公会	英国勅許公認会計士
特征向量	固有値
特种空勤团	特殊空挺部隊
特种邮票	特殊切手
铽	テルビウム
疼痛	疼痛
腾冲县	騰衝県
腾格里	テングリ
腾格里沙漠	トングリ砂漠
腾龙	タムロン
腾讯	テンセント
腾中重工	騰中重工
滕海滨	滕海浜
滕斯贝格	トンスベルグ
滕王阁	滕王閣
滕文公	文公 (戦国滕)
滕胤	滕胤
滕州市	滕州市
螣蛇	騰蛇
藤	トウ
藤北彩香	藤北彩香
藤村步	藤村歩
藤井佳代子	藤井佳代子
藤井莉娜	藤井リナ
藤井美菜	藤井美菜
藤井幸代	藤井ゆきよ
藤木直人	藤木直人
藤浦惠	めぐり (AV女優)
藤球	セパタクロー
藤堂高虎	藤堂高虎
藤藤蛇	ツタージャ
藤田和日郎	藤田和日郎
藤田麻美	藤田麻美
藤田麻衣子	藤田麻衣子
藤田淑子	藤田淑子
藤田咲	藤田咲
藤县	藤県
藤野严九郎	藤野厳九郎
藤原不比等	藤原不比等
藤原浩	藤原ヒロシ
藤原纪香	藤原紀香
藤原氏	藤原氏
藤原拓海	藤原拓海
藤原瞳	藤原ひとみ
藤原秀乡	藤原秀郷
藤泽秀行	藤沢秀行
藤真拓哉	藤真拓哉
藤真秀	藤真秀
藤子不二雄	藤子不二雄
梯度	勾配 (ベクトル解析)
梯度下降法	最急降下法
梯田	棚田
梯形	台形
锑	アンチモン
踢球者	キッカー (新聞)
踢踏舞	タップダンス
提单	船荷証券
提督	提督 (清朝)
提多	テトス
提格雷州	ティグレ州
提克里特	ティクリート
提洛同盟	デロス同盟
提摩太	テモテ
提琴	ヴァイオリン属
提升阀	ポペットバルブ
提升方法	ブースティング
鹈鹕	ペリカン属
鹈形目	ペリカン目
蹄	蹄
蹄兔目	ハイラックス
醍醐	醍醐
醍醐寺	醍醐寺
醍醐天皇	醍醐天皇
体操	体操
体罚	体罰
体感	体性感覚
体格检查	診察
体积	体積
体积分数	体積分率
体腔	体腔
体外排精	膣外射精
体细胞	体細胞
体液免疫	液性免疫
体育	体育
体育场地	競技場
体育运动	スポーツ
体重	体重
体重不足	低体重
体重级别	体重別階級
剃毛	剃毛
替代品	代替財
替代燃料	代替燃料
替代医学	代替医療
替米考星	チルミコシン
替米沙坦	テルミサルタン
薙刀	薙刀
天	天
天安	天安
天安门	天安門
天安门广场	天安門広場
天安门事件	天安門事件
天宝	天宝 (曖昧さ回避)
天保	天保 (曖昧さ回避)
天才	天才
天草四郎	天草四郎
天朝田亩制度	天朝田畝制度
天成	天成
天城文	デーヴァナーガリー
天秤座	てんびん座
天池水怪	チャイニーズ・ネッシー
天池穴	天池穴
天赐	天賜
天聪	天聡
天道	天道 (新宗教)
天道盟	天道盟
天德	天徳
天地逃生	GAMER
天地图	天地図
天地英雄	ヘブン・アンド・アース 天地英雄
天等县	天等県
天底	天底
天定	天定
天冬氨酸	アスパラギン酸
天冬酰胺	アスパラギン
天峨县	天峨県
天鹅	ハクチョウ属
天鹅湖	白鳥の湖
天鹅座	はくちょう座
天蛾人	モスマン
天凤	天鳳
天福	天福
天府穴	天府穴
天辅	天輔
天干	十干
天鸽座	はと座
天工开物	天工開物
天宫一号	天宮1号
天宫院站	天宮院駅
天狗	天狗 (曖昧さ回避)
天国少女	花咲ける青少年
天国王朝	キングダム・オブ・ヘブン
天海	天海
天海翼	天海つばさ
天海祐希	天海祐希
天汉	天漢
天和	天和
天河区	天河区
天河一号	天河一号
天鹤座	つる座
天后	天后
天后站	天后駅
天胡荽	チドメグサ
天花	天然痘
天花板	天井
天皇	天皇
天皇杯	天皇杯全日本サッカー選手権大会
天皇大帝	天皇大帝
天会	天会
天火明命	天火明命
天纪	天紀
天监	天監
天箭座	や座
天降女子	天降女子
天降之物	そらのおとしもの
天津北站	天津北駅
天津大学	天津大学
天津地铁	天津地下鉄
天津二	はくちょう座デルタ星
天津饭	天津飯
天津航空	天津航空
天津教案	天津教案
天津经济技术开发区	天津経済技術開発区
天津南站	天津南駅
天津市	天津市
天津四	デネブ
天津条约	天津条約 (1858年)
天津西站	天津西駅
天津一	はくちょう座ガンマ星
天津站	天津駅 (中国)
天眷	天眷
天峻县	天峻県
天开	天開 (大理)
天空	空
天空城市	空中城市
天空塔	スカイタワー
天空之城	天空の城ラピュタ
天空之歌	空唄
天狼星	シリウス
天雷勾动地火	トリック (1999年の映画)
天理教	天理教
天历	天暦 (曖昧さ回避)
天龙八部	八部衆
天龙座	りゅう座
天炉座	ろ座
天麻	オニノヤガラ
天猫座	やまねこ座
天门	天門
天门冬属	クサスギカズラ属
天门市	天門市
天明	天明 (曖昧さ回避)
天命	天命
天命真女	デスティニーズ・チャイルド
天魔	マーラ
天母	天母
天南星科	サトイモ科
天逆每	天逆毎
天宁岛	テニアン島
天宁区	天寧区
天宁寺	天寧寺
天牛	カミキリムシ
天女散花	天女散花
天平	天秤
天启	天啓
天气	気象
天气预报	天気予報
天谴	神の怒り
天桥区	天橋区
天琴座	こと座
天青石	天青石
天球	天球
天球赤道	天の赤道
天全县	天全県
天然产物	天然物化学
天然呆	天然ボケ
天然林	天然林
天然萌少女明日香	今日のあすかショー
天然气	天然ガス
天然气田	ガス田
天人合一	天人相関説
天人菊	テンニンギク
天人五衰	天人五衰
天仁	天仁
天山区	天山区
天山山脉	天山山脈
天山童姥	天山童姥
天上天下	天上天下
天上智喜	天上智喜The Grace
天神	天神
天圣	天聖
天使	天使
天使之争	エアホステス 〜天使のラブウォーズ〜
天守	天守
天授	天授
天水郡	天水郡
天水市	天水市
天顺	天順
天梭	ティソ
天台	天台
天台县	天台県
天台宗	天台宗
天坛	天壇
天坛东门站	天壇東門駅
天坛座	さいだん座
天探女	天探女
天堂金花蛇	パラダイストビヘビ
天体的秩序	天体のメソッド
天体物理学	天体物理学
天体运行论	天球の回転について
天天向上	天天向上
天通苑北站	天通苑北駅
天通苑站	天通苑駅
天童寺	天童寺
天兔座	うさぎ座
天王	天王
天王山	天王山
天王星	天王星
天威	天威
天文台	天文台
天文学大成	アルマゲスト
天文学家	天文学者
天文钟	天文時計
天闻角川	広州天聞角川動漫
天武天皇	天武天皇
天喜	天喜
天下	天下
天下无贼	イノセントワールド -天下無賊-
天下五绝	天下五絶
天下一家	ウィ・アー・ザ・ワールド
天线	アンテナ
天香百合	ヤマユリ
天蝎宫	天蝎宮
天蝎座	さそり座
天邪鬼	天邪鬼
天心区	天心区
天璇	おおぐま座ベータ星
天燕座	ふうちょう座
天野浩	天野浩
天野浩成	天野浩成
天野明	天野明
天野梢	天野こずえ
天野喜孝	天野喜孝
天野由梨	天野由梨
天一阁	天一閣
天佑吾王	女王陛下万歳
天祐	天祐
天元	天元
天元区	天元区
天运	天運
天葬	鳥葬
天造	天造
天长市	天長市
天照大神	天照大神
天镇县	天鎮県
天正	天正 (曖昧さ回避)
天智天皇	天智天皇
天珠	天珠
天竺	天竺
天竺桂	ヤブニッケイ
天主	天主
天主教	カトリシズム
天柱县	天柱県
天祝藏族自治县	天祝チベット族自治県
天子	天子
天尊	天尊
天祚	天祚
黇鹿	ダマジカ
田村淳	田村淳
田村隆平	田村隆平
田村睦心	田村睦心
田村奈央	田村奈央
田村由香里	田村ゆかり
田村正和	田村正和
田东县	田東県
田馥甄	田馥甄
田汉	田漢
田横	田横
田纪云	田紀雲
田家庵区	田家庵区
田径	陸上競技
田尻智	田尻智
田口昂	田口昂
田口宏子	田口宏子
田亮	田亮
田林县	田林県
田螺	タニシ
田纳西州	テネシー州
田齐	田斉
田千秋	田千秋
田山花袋	田山花袋
田鼠	ハタネズミ亜科
田所梓	田所あずさ
田畑智子	田畑智子
田阳县	田陽県
田野安蛛	シボグモ
田豫	田豫
田原	田原 (女優)
田中	田中
田中邦卫	田中邦衛
田中大文	田中大文
田中敦子	田中敦子 (声優)
田中耕一	田中耕一
田中公平	田中公平
田中健	田中健 (江戸川区議会議員)
田中角荣	田中角栄
田中理惠	田中理恵
田中美保	田中美保 (モデル)
田中美海	田中美海
田中千绘	田中千絵
田中完	田中完
田中秀幸	田中秀幸 (声優)
田中义一	田中義一
田中裕子	田中裕子
田中哲司	田中哲司
田中真弓	田中真弓
田中真奈美	田中真奈美
田壮壮	田壮壮
田子坊	田子坊
畑健二郎	畑健二郎
畑俊六	畑俊六
甜菜碱	トリメチルグリシン
甜茶	甜茶
甜菊糖	ステビオシド
甜蜜素	チクロ
甜面酱	甜麺醤
甜品	デザート
甜甜圈	ドーナツ
甜甜小公主	あんみつ姫
甜味	甘味
甜味剂	甘味料
填海	埋立地
填字游戏	クロスワードパズル
条件概率	条件付き確率
条件数	条件数
条件运算符	条件演算子
条目	記事
条形码	バーコード
条形统计图	棒グラフ
条约	条約
跳出我天地	リトル・ダンサー
跳房子	石蹴り
跳高	走高跳
跳羚	スプリングボック
跳马	跳馬
跳伞	スカイダイビング
跳鼠科	トビネズミ
跳水	飛込競技
跳水男孩	DIVE!!
跳台滑雪	スキージャンプ
跳蚤	ノミ
帖木儿	ティムール
帖撒罗尼迦前书	テサロニケの信徒への手紙一
贴金	めっき
贴现	DCF法
铁	鉄
铁臂阿童木	鉄腕アトム
铁饼	円盤投
铁磁性	強磁性
铁东区	鉄東区
铁饭碗	鉄飯碗
铁锋区	鉄鋒区
铁观音	鉄観音
铁甲钢拳	リアル・スティール
铁甲舰	装甲艦
铁甲小宝	ビーロボカブタック
铁甲蛹	トランセル
铁壳昆	コクーン (ポケモン)
铁矿	鉄鉱石
铁力市	鉄力市
铁良	鉄良
铁岭市	鉄嶺市
铁岭县	鉄嶺県
铁路公司	鉄道事業者
铁路桥	鉄道橋
铁镁质	有色鉱物
铁面无私	アンタッチャブル (映画)
铁幕	鉄のカーテン
铁皮鼓	ブリキの太鼓
铁器时代	鉄器時代
铁青树科	オラクス科
铁氰化钾	フェリシアン化カリウム
铁拳男人	シンデレラマン
铁人	鉄人
铁三角	オーディオテクニカ
铁山港区	鉄山港区
铁山区	鉄山区
铁鼠	鉄鼠
铁丝网	有刺鉄線
铁线莲	テッセン
铁锈	錆
铁血精英	キラー・エリート (2011年の映画)
铁氧化物	酸化鉄
铁爪鹀	ツメナガホオジロ
铁砧	金床
铁证悬案	コールドケース 迷宮事件簿
听觉	聴覚
听觉障碍	聴覚障害者
听牌	聴牌
听小骨	耳小骨
烃	炭化水素
廷巴克图	トンブクトゥ
廷布	ティンプー
廷尉	廷尉
亭湖区	亭湖区
亭可马里	トリンコマリー
庭菖蒲	ニワゼキショウ
庭球社	てーきゅう
停工	ロックアウト
停火	停戦
停机问题	停止性問題
䗴	フズリナ
町	町
艇	ボート
通	通
通臂拳	通背拳
通城县	通城県
通川区	通川区
通道侗族自治县	通道トン族自治県
通敌	利敵協力
通典	通典
通风柜	ドラフトチャンバー
通海县	通海県
通河县	通河県
通化市	通化市
通化县	通化県
通货紧缩	デフレーション
通货膨胀	インフレーション
通假字	通仮字
通奸	姦通罪
通江县	通江県
通科	トンコ
通里穴	通里穴
通力	コネ (会社)
通量	流束
通辽市	通遼市
通配符	ワイルドカード (情報処理)
通勤	通勤
通勤铁路	通勤列車
通山县	通山県
通渭县	通渭県
通文	通文
通宵	徹夜
通心粉	マカロニ
通信	コミュニケーション
通信工程	通信工学
通许县	通許県
通讯社	通信社
通用编程语言	汎用プログラミング言語
通用电气	ゼネラル・エレクトリック
通用动力	ジェネラル・ダイナミクス
通用规范汉字表	通用規範漢字表
通用航空	ゼネラル・アビエーション
通用拼音	通用ピン音
通用汽车	ゼネラルモーターズ
通用信息模型	Common Information Model
通用语	リングワ・フランカ
通用字符集	ISO/IEC 10646
通榆县	通楡県
通知中心	通知センター
通志	通志
樋井明日香	樋井明日香
樋口朝	ひぐちアサ
樋口兼光	樋口兼光
樋口敬七郎	樋口敬七郎
樋口橘	樋口橘
樋口可南子	樋口可南子
樋口真嗣	樋口真嗣
樋上至	樋上いたる
樋野茉理	樋野まつり
同安区	同安区
同步	同期
同步带	タイミングベルト
同步辐射	放射光
同步轨道	同期軌道
同步加速器	シンクロトロン
同城德比	ダービーマッチ
同德县	同徳県
同调	ホモロジー (数学)
同工酶	アイソザイム
同光	同光
同化	同化政策
同化作用	同化 (生物学)
同级生	同級生
同济大学	同済大学
同江市	同江市
同居	同棲
同类相食	共食い
同理心	共感
同盟国	同盟
同奈省	ドンナイ省
同平章事	同中書門下平章事
同情	同情
同庆	同慶
同人	同人
同仁堂	同仁堂 (中国の製薬会社)
同仁县	同仁県
同素异形体	同素体
同态	準同型
同态加密	準同型暗号
同位角	同位角
同位素	同位体
同心县	同心県
同型巴蜗牛	オナジマイマイ
同姓不婚	同姓不婚
同性婚姻	同性結婚
同性恋恐惧症	ホモフォビア
同一律	同一性
同义词	類義語
同音词	同音異義語
同源	相同
同源词	同根語
同志酒吧	ゲイバー
同治	同治
同治帝	同治帝
同轴电缆	同軸ケーブル
佟大为	トン大為
佟麟阁	トウ麟閣
茼蒿	シュンギク
桐柏县	桐柏県
桐本琢也	桐本琢也
桐城市	桐城市
桐谷健太	桐谷健太
桐谷美玲	桐谷美玲
桐井大介	桐井大介
桐庐县	桐廬県
桐生祥秀	桐生祥秀
桐乡市	桐郷市
桐野利秋	桐野利秋
桐油树	ナンヨウアブラギリ
桐梓县	桐梓県
铜	銅
铜版纸	塗工紙
铜车马	銅車馬
铜川市	銅川市
铜鼓	銅鼓
铜鼓县	銅鼓県
铜官山区	銅官山区
铜梁区	銅梁区
铜陵市	銅陵市
铜陵县	銅陵県
铜锣烧	どら焼き
铜牌	銅メダル
铜雀台	銅雀台
铜仁市	銅仁市
铜山区	銅山区
童工	児童労働
童话镇	ワンス・アポン・ア・タイム (テレビドラマ)
童军	ボーイスカウト
童年即景	子供の情景
童年往事	童年往事 時の流れ
童威	童威
童星	子役
童子切	童子切
酮	ケトン
酮康唑	ケトコナゾール
酮酸	ケト酸
酮糖	ケトース
潼关县	潼関県
潼南县	潼南県
瞳孔	瞳孔
统计力学	統計力学
统计学	統計学
统一	統一 (曖昧さ回避)
统一场论	統一場理論
统一建模语言	統一モデリング言語
统一资源定位符	Uniform Resource Locator
桶	樽
桶柑	タンカン
桶排序	バケットソート
筒仓	サイロ
筒井康隆	筒井康隆
痛风	痛風
痛苦	苦しみ
痛痛病	イタイイタイ病
偷拐抢骗	スナッチ
偷拍	盗撮
亠部	亠部
头	頭
头孢地尼	セフジニル
头花蓼	ヒメツルソバ
头曼	頭曼単于
头皮屑	頭垢
头屯河区	頭屯河区
头陀	托鉢
头位	ポールポジション
头文件	ヘッダファイル
头像	アバター
头足纲	頭足類
投机	投機
投降	降伏
投票	投票
投票率	投票率
投票制度	選挙方法
投射	投影
投手	投手
投手丘	マウンド
投影	射影作用素
投资	投資
投资银行	投資銀行
骰子	サイコロ
透镜	レンズ
透明	透明
透明度	透過性
透明国际	トランスペアレンシー・インターナショナル
透明人	インビジブル
透明质酸	ヒアルロン酸
透闪石	透閃石
透视	遠近法
透视投影	透視投影
透析	人工透析
凸	凸
凸版印刷	活版印刷
凸函数	凸関数
凸集	凸集合
凸轮	カム (機械要素)
凸轮轴	カムシャフト
突变	突然変異
突触	シナプス
突击步枪	アサルトライフル
突击队	コマンド部隊
突击风暴	サドンアタック
突厥人	テュルク系民族
突厥斯坦	トルキスタン
突厥文	突厥文字
突厥语族	テュルク諸語
突利可汗	突利可汗
突尼斯市	チュニス
