# Chinese → Japanese learner glosses
# Source: lxl66566/Japanese-Chinese-thesaurus final.json
# Upstream: https://github.com/lxl66566/Japanese-Chinese-thesaurus
# License: The Unlicense
# Method: invert concise Chinese gloss segments and intersect bundled Moran dictionaries
# Format: Chinese<TAB>Japanese; multiple Japanese forms use ・
# Generated: 2026-08-28
啊	おお・やあ
邮件	メール・郵便
邮件名	件名
邮局	郵便局
邮筒	ポスト・郵便受け
邮政	郵便
油	オイル・油
油画	油絵
油梨	アボカド
油门	アクセル
油腻	こってり
油然而生	込み上げる
油炸	揚げる
油炸饼	コロッケ
油炸豆腐	油揚げ
油炸食品	フライ・唐揚げ
油炸食物	天麩羅
油脂	脂
游览	見物・観光
游览地	行楽地
游乐	遊びます
游乐场	遊園地
游艇	ヨット
游戏	ゲーム・遊戯
游戏软件	ゲームソフト
游戏厅	ゲームセンター
游戏中心	ゲームセンター
游行示威	デモ
游泳	泳ぎます・泳ぐ
游泳池	プール
鱿鱼	イカ
友好	仲良く・仲良くする
友好大使	親善大使
友人	友人
友友	友友
有	有する
有把握的	危なげない・心強い
有斑点	斑
有才干	有能
有差别	隔たる
有差错	行き違う
有成果	実る
有出息	頼もしい
有点	ちょっと・ちょっとした
有分歧	摩擦・擦れ違う
有关	関・関連
有关联	結び付く・繋がる
有关系	関係がある
有规矩	規則正しい
有好处	有益
有或没有	有無
有价值	有意義
有劲头	張り合い
有空	空きます
有利	プラス
有利地位	優位
有利有弊	良し悪し
有联系	結び付く
有马温泉	有馬温泉
有魅力	アピール
有名	著名・評判
有名的	名高い
有钱人家	大所
有趣	おもしろい
有趣的	面白い
有色眼镜	色眼鏡
有时	たまたま・どうかすると
有势力	憚る・有力
有收获	勉強になる
有望	頼もしい
有无	有無
有吸引力	アピール
有希望	見込む
有效利用	生かす・生かす/活かす
有些	いささか
有心	気になる
有益	役立ちます
有益健康	体にいい
有意	わざと・気になる
有意思	おもしろい
有意义	有意義
有影响	差し支える
有用	役に立ちます・役立つ
有助于	寄与
有罪	有罪
又	そのうえ
右边	右手
右侧	右
右方	右手
右手	右手
幼儿	幼児
幼儿园	幼稚園
幼苗	苗
幼师	保育士
幼小	幼い
幼稚	幼い
诱导	誘導
诱饵	えさ・餌
诱发	誘う
诱拐	誘拐
于是	すると・そうして
余地	余地
余额	残金・残高
余款	残金
余生	余生
余荫	七光り
盂兰盆节	お盆
鱼香肉丝	豚肉の四川風唐辛子炒め・魚香肉絲
娱乐	娯楽
渔夫	漁師
渔民	漁師
渔业	漁業
愉快	快適・痛快
愉快的	嬉しい・心地よい
愚蠢	迂闊・馬鹿
愚弄	ふざける
与其	むしろ
与众不同	風変わり
宇航员	乗組員
宇宙	宇宙
宇宙飞船	宇宙船
宇宙开发	宇宙開発
羽毛	羽
羽毛球	バドミントン
雨	雨
雨具	雨具
雨水	雨垂れ
雨天	雨天
雨衣	レインコート
语调	口調
语法	文法
语感	ニュアンス
语句	語句
语气	ニュアンス
语文	国語
语言	ことば・言葉
语言学	語学
玉	玉
玉器	玉
玉渊潭公园	玉淵潭公園
育儿	子育て・育児
郁闷	塞ぐ・憂鬱
郁闷的	うっとうしい・重苦しい
浴室	お風呂・風呂
预报	予報
预备	予備
预测	予測・予知
预订	予約
预防	防ぐ
预计	予想
预料	予想・予期
预谋	下心
预期	予期
预赛	トライアル・予選
预售	プレイガイド
预算	予算
预算案	予算案
预习	下見・下調べ
预先	前もって
预先通知	予告・断る
预想	予想・予期
预约	予約します・申し込む
预兆	予感
预知	予知
欲壑难填	欲が深い
欲求	欲求
欲望	欲
欲言又止	言いよどむ
遇到	突き当たる
遇见	会います・立ち会う
遇上	会う
遇险	遭難
愈演愈烈	激化
冤大头	鴨
冤枉	無実
渊	淵
元朝	元
元代	元
元旦	元旦
元气	気力
原本	そもそも・もともと
原材料	原料・原材料
原创	オリジナル
原点	原点・振り出し
原动力	原動力
原来	一体・元来
原来是	さては
原理	原理
原谅	勘弁・堪える
原料	原料・原材料
原始	原始
原始状态	白紙
原委	経緯
原形	正体
原样	原型
原野	野原
原因	わけ・元/本
原油	原油
原有	既成
原则	原則・建前
原著	原作
原状	原形
原作	原作
圆	サークル
圆白菜	キャベツ
圆规	コンパス
圆滚滚的	真ん丸い
圆圈	輪
圆形	円
圆月	満月
援助	応援・援助
缘分	相性・縁
缘故	わけ・事情
缘由	事情・次第
源源不断	続々
猿猴	猿
远	遠い
远程	長距離
远处	遠く・遠方
远道而来	はるばる
远方	先方・遠く
远见	高所
远离	遠ざかる
远眺	見渡します
远望	見渡す
远远	はるか
远足	ハイキング
怨恨	恨み・恨む
怨言	苦情
院墙	塀
愿望	希望・願い
约定	アポ・取り決める
约会	アポ・待ち合わせ
约请	誘います
月饼	月餅
月底	月末
月供	月賦
月亮	月
月末	月末
月票	定期券
月台	プラットホーム
月牙	三日月
月月	月々
岳父	舅
阅兵式	パレード
阅读	読みます
阅览室	閲覧室
跃跃欲试	むずむず
越发	いっそう・なおさら
越过	乗り越える・跳ぶ
越剧	越劇
越来越	ますます
越南	ベトナム
云	雲
云南省	雲南省
云气	靄
云云	云々
匀出	裂く
允许	許す・許可
孕妇	マタニティー
孕育	孕む
运动	スポーツ
运动场	スタジアム
运动服	ジャンパー・スポーツウェア
运动能力	運動能力
运动员	選手
运费	送料・運賃
运河	運河
运气不好	不運
运输	輸送・運搬
运送	回送
运行	運行
运行时刻表	ダイヤ
运营	経営
运用	応用
运用自如	使いこなす・熟す
韵律	リズム
韵味	趣
蕴藏	埋蔵
杂草	草・雑草
杂货	雑貨
杂货店	ドラッグストア
杂技团	サーカス
杂类	雑
杂乱	混雑
杂乱无章	ごちゃごちゃ・めちゃくちゃ
杂耍	見世物
杂项	雑
砸进	打ち込む
灾害	危害・災い
灾祸	危害・災い
灾难	災難
灾区	被災地
栽	植える・生ける/活ける
栽跟头	つまずく
再	二度と再び・再び
再次	再び・再度
再多一些	もう少し
再发生	再発
再好不过	もってこい
再加把劲	今一
再加把劲儿	いまいち
再加上	さては
再见	ごめんください
再搅拌	練り直す
再看一遍	見返す
再来一份	お代わり
再来一个	アンコール
再利用	リサイクル
再三	度々
再生	再生
再问一次	聞き直す
再现	再現
再一次	再度・重ねて
再者	なお
在	いらっしゃる・おいで
在场	立ち会う
在乎	拘り
在那以前	それまで
在线	オンライン
在校	在学
在野党	野党
载	載せる
咱	おれ
暂缓	見合わせる
暂且	しばらく・とりあえず
暂且不论	とにかく・ともかく
暂时	ここのところ・しばし
暂时的	一時的
暂时中断	中絶
赞不绝口	絶賛
赞成	同意・承知
赞美	賛美
赞叹	詠嘆
赞同	同感
赞助单位	スポンサー
脏的	汚い
遭受	罹る・見舞う
遭殃	火傷
遭灾	被災
糟蹋	台無し・殺す
早	早く・速い、早い
早餐	朝ごはん・朝食
早晨	朝・朝方
早春	春先
早的	早い
早点	朝食
早饭	朝ご飯
早就	とっくに
早起	早起き
早市	朝市
早睡	早寝
早睡早起	早寝早起き
早晚	いずれ・今に
早些	早く、速く・早めに
早已	かねて
造成	もたらす・演じる
造访	参上
噪音	雑音・騒音
责备	咎める・詰る
责罚	罰する
责难	咎める・詰る
责任	責任
责任人	担当者
责问	詰る
怎么	いかに・どれだけ
怎么办	いかが・どうやって
怎么回事	どういったこと・何事
怎么说	よいうと
怎么样	あまり・いかが
怎么也	到底
怎么做	どうやって
怎能	まさか
怎样	いかに・どう
怎样的	いかなる・どのような
增多	増えます・増す
增高	アップ・アップする
增加	増える・増進
增刊	エキストラ
增强	強める
增强体力	体力作り
增添	加わる
增长	増す・成長
憎恶	憎む
憎恨	憎しみ・憎む
赠品	サービス
赠送	贈呈
扎	刺さる・刺す
扎实	しっかり
札幌	札幌
眨眼	瞬き・瞬く
眨眼间	あっという間
乍一看	一見
诈骗	詐欺
栅栏	垣根・塀
炸毁	爆破
榨	絞る
摘	もぎ取る
摘掉	脱ぐ
摘取	ちぎる・撮む/抓む/摘む
摘下	外す
摘要	要する
宅邸	屋敷
宅在家里	お宅
债务	債務
沾染	感染・染まる
沾湿	濡らす・濡れる
粘上	付く
展开	展開
展览	展示・陳列
展览会	展示会・展覧会
展品	展示品
展示	ディスプレー・プレゼン
展示会	展示会
展望	展望
展现	展開
展销	出品
崭露头角	乗り出す
崭新	斬新
辗转反侧	転々
占卜	占う
占据	占める・占領
占领	占める
占满	塞がる
战斗	ファイト・戦い/闘い
战利品	獲物
战略	戦略
战胜	負かす
战士	戦士
战战兢兢	おずおず・おどおど
栈桥	桟橋
站	立ちます
站立	立つ
站台	プラットホーム
站务员	駅員
站住	立ち止まる
绽放	微笑む
章程	ルール
章鱼	タコ
长	生える・生じる
长处	利点・長所
长存	存続
长的	長い
长短	丈
长方形	長方形
长江	長江
长进	上達
长久保持	長続き
长男	長男
长年累月	長年
长女	長女
长期	長期
长崎	長崎
长蛇	長蛇
长时间	長々・長時間
长统靴	長靴
长筒靴	ブーツ
长途	長距離
长途大巴	高速バス
长袖衣服	長袖
长野县	長野県
长长地	長々
长子	長男
涨	上がります
涨价	値上がり
涨满	漲る
涨薪	増給
掌管	仕切る・受け持つ
掌控	押さえる
掌握	こなす・マスター
掌握住	つかむ
丈夫	ご主人・夫
丈量	測る/量る
帐单	請求書
帐篷	キャンプ・テント
胀破	パンク
账簿	帳簿
账单	付け
账号	口座
障碍	ネック・ハンデ
招待	もてなす・愛想
招待会	レセプション
招待所	ゲストハウス
招供	白状・自白
招揽	招致
招募	募る・募集
招牌	売り物
招生	採る
招收	採る
招数	仕掛け・技
招致	もたらす
昭和	昭和
找出	探し出す
找到	探し出す
找到工作	就職
找工作	求職
找零	お返し
沼泽	沼
召回	リコール
召集	集める
召开	開く・開催
兆头	縁起
赵	趙
照	写る・映す
照顾	やっかい・世話します
照看	見守る
照料	やっかい・世話
照射	差す・照らす
照相机	カメラ
照耀	照らす・照る
照原样	元通り・忠実
罩衫	ブラウス
肇事者	張本人
遮挡	遮る
遮掩	葬る
遮住	遮る
折	折る・折れる
折叠	折り畳む・折る
折断	折る・折れる
折合	換算
折回	引き返す・折り返し
折扣	割り引く・割引
折磨	苦しめる・責める
折扇	扇子
折腾	振り回す
哲学	哲学
褶皱	皺
褶子	皺
这	これ
这边	こちら・こっち
这次	今回・今度
这儿	この辺
这个那个	あれこれ・なんだかんだ
这个月	今月
这回	この度
这就	これから
这里	こっち
这么	これほど
这么说	そうすると
这么说来	そうすると・そう言えば
这些	これら
这样	こういう
这样那样	かれこれ・なんだかんだ
这样说来	さては
浙江省	浙江省
着火	燃える
着急	もがく・急ぎます
着迷	夢中・気触れる
着色剂	着色料
着手	取りかかる・着手
着眼点	次元
针	針
侦查	探偵
珍贵	ありがたい
珍贵的	尊い/貴い
珍视	大事・尊ぶ
珍惜	惜しむ
真	まこと
真棒	かっこいい
真诚	誠実
真倒霉	参りました
真的	いかにも・ほんとうに
真话	真実
真货	本物
真可怜	お気の毒に
真理	真理
真面目	正体
真名	本名
真切感受	実感します
真实	如実・真実
真实情况	実態
真帅	かっこいい
真相	実体・真相
真心	本心・真心
真遗憾	残念です［ね］
真正	まさに
真正是	まさに
斟	汲む
斟酌	吟味・練る
诊治	診療
枕头	まくら・枕
缜密	緻密
振奋	意気込む
振兴	活性化
镇	市町村
镇静	冷静・落ち着き
震动	揺れ
震撼	揺さぶる・揺るがす
震惊	どきっと・ショック
争辩	弁論・論争
争吵	口げんか
争端	紛争
争夺	争う・張り合う
争论	争う・揉む
争论点	問題点
争气	見返す
争先恐后地	争って
争执	ごたごた
征服	克服・従える
征募	募る
征求	求める
征求意见	相談に乗る
征税	課税
征询意见	アンケート
征兆	兆し
挣钱	稼ぐ・金儲け
挣扎	もがく
筝	琴
蒸	蒸す
蒸汽	蒸気
整	きっかり
整顿	束ねる
整个	一面
整洁	さっぱり・すっきり
整理	アレンジする・取りまとめる
整年	年中
整齐	きちんと・整う
整数	整数
整体	トータル・全般
整天	終日
整修	改修・整備
整整齐齐	きちっと
正	きっかり
正常的	ろく
正常状态	本調子
正当	もっとも・際する
正对面	向かい合う
正规	レギュラー・正規
正好	あたかも・きっかり
正合适	きっちり・ぴたり
正经	まとも・真剣
正经的	ろく
正面	プラス・表
正前面	直前
正确的	正しい
正上方	真上
正式	公式・本格
正式成员	レギュラー
正式承认	公認
正式的	フォーマル・本格的
正是	すなわち・まさに
正数	プラス
正题	本筋
正统的	オーソドックス
正午	正午
正义	正義
正月	正月
正支	本家
正直	まっすぐ
正中央	真ん中
正宗	本場・本家
证词	証言
证据	ねた・印
证明	裏付ける・証
证实	裏付ける
郑重其事	堅苦しい
政策	ポリシー・政策
政党	政党
政府	政府
政府机关	役所
政务	行政
政治	政治
症状	症状
之后	その後・以後
之间	間
之前	この前・以前
之外	以外
之中	うち
支撑	支える・突っ張る
支持	サポート・声援
支出	支出
支付	払います・払う
支配	支配
支票	チェック・小切手
支吾	濁す
支援	サポート・声援
支支吾吾	生返事
汁	汁
汁液	汁
知道	存・存じる
知道了	了解
知名	売れる
知识	知識
知事	知事
知晓	了承
织	編む・織る
织女	織姫
织女星	織姫
脂肪	脂肪
蜘蛛	クモ
执拗	執拗
执笔	執る
执行	実行・遂行
执照	ライセンス・免許
侄女	姪
直达	直行します
直到现在	今に・従来
直到最后	ついに・とことんまで
直接	まっすぐ・もろに
直径	直径
直率	無遠慮・率直
直升机	ヘリコプター
直爽	率直
直梯	エレベーター
直销店	アウトレット
值班人	番人
值得	足りる・足る
值得庆贺	おめでたい
值得做	やりがい
职工食堂	社員食堂
职权范围	権限
